Year,State,District,Party,Name,Votes,Winner,Incumbent
2014,Tennessee,District 92,Republican Party,Billy Spivey,8089,True,1.0
2014,Tennessee,District 93,Democratic Party,"G.A. Hardaway, Sr.",6996,True,1.0
2014,Tennessee,District 93,Republican Party,Colonel G. Billingsley,2507,False,0.0
2014,Tennessee,District 94,Republican Party,Leigh Rosser Wilburn,12399,True,0.0
2014,Tennessee,District 95,Republican Party,Curry Todd,18039,True,1.0
2014,Tennessee,District 96,Democratic Party,Dwayne Thompson,6123,False,0.0
2014,Tennessee,District 96,Republican Party,Steve McManus,9990,True,1.0
2014,Tennessee,District 97,Republican Party,Jim Coley,11637,True,1.0
2014,Tennessee,District 98,Democratic Party,Antonio Parkinson,6930,True,1.0
2014,Tennessee,District 99,Republican Party,Ron Lollar,14131,True,1.0
2014,Texas,District 1,Republican Party,Gary VanDeaver,1,True,0.0
2014,Texas,District 2,Republican Party,Dan Flynn,1,True,1.0
2014,Texas,District 3,Republican Party,"Cecil Bell, Jr.",28760,True,1.0
2014,Texas,District 3,Libertarian Party,Larry Parr,2818,False,0.0
2014,Texas,District 4,Republican Party,Stuart Spitzer,26660,True,0.0
2014,Texas,District 4,Libertarian Party,"Frederick ""Rick"" Stralow",3253,False,0.0
2014,Texas,District 5,Republican Party,Bryan Hughes,30779,True,1.0
2014,Texas,District 5,Libertarian Party,Ron Walenta,2552,False,0.0
2014,Texas,District 6,Republican Party,Matt Schaefer,26684,True,1.0
2014,Texas,District 6,Libertarian Party,Joel Gardner,3695,False,0.0
2014,Texas,District 7,Republican Party,David Simpson,1,True,1.0
2014,Texas,District 8,Republican Party,Byron Cook,25897,True,1.0
2014,Texas,District 8,Libertarian Party,John Wilford,3581,False,0.0
2014,Texas,District 9,Republican Party,"Christopher ""Chris"" Paddie",1,True,1.0
2014,Texas,District 10,Republican Party,John Wray,1,True,0.0
2014,Texas,District 11,Republican Party,Travis Clardy,1,True,1.0
2014,Texas,District 12,Republican Party,Kyle Kacal,1,True,1.0
2014,Texas,District 13,Republican Party,Lois W. Kolkhorst,1,True,1.0
2014,Texas,District 14,Democratic Party,Andrew Metscher,6358,False,0.0
2014,Texas,District 14,Republican Party,John Raney,15193,True,1.0
2014,Texas,District 14,Libertarian Party,Bruce L. Pugh,765,False,0.0
2014,Texas,District 15,Republican Party,Mark Keough,1,True,0.0
2014,Texas,District 16,Democratic Party,"Michael Hayles, Sr.",4748,False,0.0
2014,Texas,District 16,Republican Party,Will Metcalf,29132,True,0.0
2014,Texas,District 16,Libertarian Party,Bob Townsend,887,False,0.0
2014,Texas,District 17,Democratic Party,Carolyn Banks,12459,False,0.0
2014,Texas,District 17,Republican Party,Tim Kleinschmidt,22737,True,1.0
2014,Texas,District 18,Republican Party,John Otto,1,True,1.0
2014,Texas,District 19,Republican Party,James White,1,True,1.0
2014,Texas,District 20,Democratic Party,Stephen Wyman,10883,False,0.0
2014,Texas,District 20,Republican Party,Marsha Farney,35110,True,1.0
2014,Texas,District 20,Libertarian Party,Jarrod Weaver,1884,False,0.0
2014,Texas,District 21,Democratic Party,Gavin Bruney,9739,False,0.0
2014,Texas,District 21,Republican Party,Dade Phelan,28283,True,0.0
2014,Texas,District 22,Democratic Party,Joe Deshotel,1,True,1.0
2014,Texas,District 23,Democratic Party,Susan Criss,14763,False,0.0
2014,Texas,District 23,Republican Party,Wayne Faircloth,17784,True,0.0
2014,Texas,District 24,Republican Party,Greg Bonnen,1,True,1.0
2014,Texas,District 25,Republican Party,Dennis Bonnen,1,True,1.0
2014,Texas,District 26,Democratic Party,Amber Paaso,11080,False,0.0
2014,Texas,District 26,Republican Party,Rick Miller,25458,True,1.0
2014,Texas,District 27,Democratic Party,Ron Reynolds,24326,True,1.0
2014,Texas,District 27,Republican Party,David Hamilton,11990,False,0.0
2014,Texas,District 28,Republican Party,John Zerwas,1,True,1.0
2014,Texas,District 29,Republican Party,Ed Thompson,1,True,1.0
2014,Texas,District 30,Republican Party,Geanie W. Morrison,1,True,1.0
2014,Texas,District 31,Democratic Party,Ryan Guillen,1,True,1.0
2014,Texas,District 32,Republican Party,Todd Hunter,1,True,1.0
2014,Texas,District 33,Republican Party,Scott Turner,1,True,1.0
2014,Texas,District 34,Democratic Party,Abel Herrero,1,True,1.0
2014,Texas,District 35,Democratic Party,Oscar Longoria,1,True,1.0
2014,Texas,District 36,Democratic Party,"Sergio Munoz, Jr.",1,True,1.0
2014,Texas,District 37,Democratic Party,Rene Oliveira,1,True,1.0
2014,Texas,District 38,Democratic Party,"Eddie Lucio, III",1,True,1.0
2014,Texas,District 39,Democratic Party,Armando Martinez,1,True,1.0
2014,Texas,District 40,Democratic Party,Terry Canales,1,True,1.0
2014,Texas,District 41,Democratic Party,"Robert ""Bobby"" Guerra",11532,True,1.0
2014,Texas,District 41,Republican Party,Elijah Israel Casas,8539,False,0.0
2014,Texas,District 42,Democratic Party,Richard Raymond,16103,True,1.0
2014,Texas,District 42,Green Party,"Nicolas Serna, III",2104,False,0.0
2014,Texas,District 43,Democratic Party,Kim Gonzalez,10869,False,0.0
2014,Texas,District 43,Republican Party,Jose Lozano,17294,True,1.0
2014,Texas,District 44,Democratic Party,Robert M. Bohmfalk,9821,False,0.0
2014,Texas,District 44,Republican Party,John Kuempel,30558,True,1.0
2014,Texas,District 45,Republican Party,Jason A. Isaac,25739,True,1.0
2014,Texas,District 45,Libertarian Party,Jim Duke,9696,False,0.0
2014,Texas,District 46,Democratic Party,Dawnna Dukes,23959,True,1.0
2014,Texas,District 46,Libertarian Party,Kevin Ludlow,4552,False,0.0
2014,Texas,District 47,Republican Party,Paul Workman,37455,True,1.0
2014,Texas,District 47,Libertarian Party,Scott McKinlay,13822,False,0.0
2014,Texas,District 48,Democratic Party,Donna Howard,39668,True,1.0
2014,Texas,District 48,Libertarian Party,Ben Easton,11126,False,0.0
2014,Texas,District 49,Democratic Party,Elliott Naishtat,38548,True,1.0
2014,Texas,District 49,Libertarian Party,Daniel Krawisz,6759,False,0.0
2014,Texas,District 50,Democratic Party,Celia Israel,22690,True,1.0
2014,Texas,District 50,Republican Party,Mike VanDeWalle,14359,False,0.0
2014,Texas,District 50,Libertarian Party,David Dreesen,1620,False,0.0
2014,Texas,District 51,Democratic Party,Eddie Rodriguez,21467,True,1.0
2014,Texas,District 51,Libertarian Party,Arthur DiBianca,3105,False,0.0
2014,Texas,District 52,Democratic Party,Chris Osborn,12452,False,0.0
2014,Texas,District 52,Republican Party,Larry Gonzales,18235,True,1.0
2014,Texas,District 52,Libertarian Party,Irene Johnson,1633,False,0.0
2014,Texas,District 53,Republican Party,Andrew Murr,36878,True,0.0
2014,Texas,District 53,Libertarian Party,Maximilian Martin,4139,False,0.0
2014,Texas,District 54,Republican Party,Jimmie Don Aycock,1,True,1.0
2014,Texas,District 55,Republican Party,Molly S. White,1,True,0.0
2014,Texas,District 56,Republican Party,"Charles ""Doc"" Anderson",25654,True,1.0
2014,Texas,District 56,Libertarian Party,Clifford Deuvall,5125,False,0.0
2014,Texas,District 57,Republican Party,Trent Ashby,1,True,1.0
2014,Texas,District 58,Democratic Party,Greg Allen Kauffman,6532,False,0.0
2014,Texas,District 58,Republican Party,DeWayne Burns,26866,True,0.0
2014,Texas,District 59,Republican Party,J.D. Sheffield,1,True,1.0
2014,Texas,District 60,Republican Party,"James L. ""Jim"" Keffer",1,True,1.0
2014,Texas,District 61,Democratic Party,Matthew Britt,7458,False,0.0
2014,Texas,District 61,Republican Party,Phil King,36504,True,1.0
2014,Texas,District 62,Republican Party,Larry Phillips,1,True,1.0
2014,Texas,District 63,Democratic Party,Daniel Moran,9026,False,0.0
2014,Texas,District 63,Republican Party,Tan Parker,30809,True,1.0
2014,Texas,District 64,Democratic Party,Emy Lyons,12611,False,0.0
2014,Texas,District 64,Republican Party,Myra Crownover,23674,True,1.0
2014,Texas,District 64,Green Party,Braeden Wright,1059,False,0.0
2014,Texas,District 65,Democratic Party,Alex Mendoza,10440,False,0.0
2014,Texas,District 65,Republican Party,Ron Simmons,18812,True,1.0
2014,Texas,District 66,Republican Party,Matt Shaheen,1,True,0.0
2014,Texas,District 67,Republican Party,Jeff Leach,25432,True,1.0
2014,Texas,District 67,Libertarian Party,Patrick Peavy,6941,False,0.0
2014,Texas,District 68,Republican Party,Drew Springer,1,True,1.0
2014,Texas,District 69,Republican Party,James Frank,1,True,1.0
2014,Texas,District 70,Republican Party,Scott Sanford,1,True,1.0
2014,Texas,District 71,Republican Party,Susan King,1,True,1.0
2014,Texas,District 72,Republican Party,Drew Darby,1,True,1.0
2014,Texas,District 73,Republican Party,Doug Miller,1,True,1.0
2014,Texas,District 74,Democratic Party,"Alfonso ""Poncho"" Nevárez",1,True,0.0
2014,Texas,District 75,Democratic Party,Mary E. Gonzalez,1,True,1.0
2014,Texas,District 76,Democratic Party,Cesar Blanco,11923,True,0.0
2014,Texas,District 76,Libertarian Party,J. Alexandro Lozano,1767,False,0.0
2014,Texas,District 77,Democratic Party,Marisa Marquez,11324,True,1.0
2014,Texas,District 77,unaffiliated,Ben E. Mendoza,3166,False,0.0
2014,Texas,District 78,Democratic Party,Joe Moody,1,True,1.0
2014,Texas,District 79,Democratic Party,Joe Pickett,1,True,1.0
2014,Texas,District 80,Democratic Party,Tracy King,14981,True,1.0
2014,Texas,District 80,Green Party,Marco Buentello,1737,False,0.0
2014,Texas,District 81,Republican Party,Brooks Landgraf,17006,True,0.0
2014,Texas,District 82,Republican Party,Tom Craddick,1,True,1.0
2014,Texas,District 83,Democratic Party,Max R. Tarbox,6231,False,0.0
2014,Texas,District 83,Republican Party,Dustin Burrows,26950,True,0.0
2014,Texas,District 84,Democratic Party,Ed Tishler,6347,False,0.0
2014,Texas,District 84,Republican Party,John Frullo,16913,True,1.0
2014,Texas,District 85,Democratic Party,Cynthia Drabek,9630,False,0.0
2014,Texas,District 85,Republican Party,Phil Stephenson,19215,True,1.0
2014,Texas,District 86,Republican Party,John Smithee,1,True,1.0
2014,Texas,District 87,Democratic Party,Abel G. Bosquez,3664,False,0.0
2014,Texas,District 87,Republican Party,"Walter T. ""Four"" Price",19714,True,1.0
2014,Texas,District 88,Republican Party,Ken King,21729,True,1.0
2014,Texas,District 88,Libertarian Party,Kerry McKennon,1599,False,0.0
2014,Texas,District 89,Democratic Party,Sameena Karmally,11154,False,0.0
2014,Texas,District 89,Republican Party,Jodie Laubenberg,28135,True,1.0
2014,Texas,District 90,Democratic Party,"Ramon Romero, Jr.",1,True,0.0
2014,Texas,District 91,Democratic Party,David L. Ragan,9349,False,0.0
2014,Texas,District 91,Republican Party,Stephanie Klick,22802,True,1.0
2014,Texas,District 91,Libertarian Party,Felicia Whatley,1021,False,0.0
2014,Texas,District 92,Democratic Party,Tina Penney,12567,False,0.0
2014,Texas,District 92,Republican Party,Jonathan Stickland,21976,True,1.0
2014,Texas,District 93,Republican Party,Matt Krause,1,True,1.0
2014,Texas,District 94,Democratic Party,Cole Ballweg,16481,False,0.0
2014,Texas,District 94,Republican Party,Tony Tinderholt,23046,True,0.0
2014,Texas,District 94,Libertarian Party,Robert Harris,1172,False,0.0
2014,Texas,District 95,Democratic Party,Nicole Collier,21908,True,1.0
2014,Texas,District 95,Republican Party,Albert G. McDaniel,7002,False,0.0
2014,Texas,District 96,Republican Party,Bill Zedler,22822,True,1.0
2014,Texas,District 96,Libertarian Party,Quinn Eaker,5442,False,0.0
2014,Texas,District 97,Republican Party,Craig Goldman,27977,True,1.0
2014,Texas,District 97,Libertarian Party,Rod Wingo,6295,False,0.0
2014,Texas,District 98,Republican Party,Giovanni Capriglione,1,True,1.0
2014,Texas,District 99,Republican Party,Charlie Geren,1,True,1.0
2014,Texas,District 100,Democratic Party,Eric Johnson,17209,True,1.0
2014,Texas,District 100,Libertarian Party,Brian Chapman,1919,False,0.0
2014,Texas,District 101,Democratic Party,Chris Turner,14926,True,1.0
2014,Texas,District 101,Libertarian Party,Carl Nulsen,2720,False,0.0
2014,Texas,District 102,Democratic Party,George M. Clayton,12243,False,0.0
2014,Texas,District 102,Republican Party,Linda Koop,20394,True,0.0
2014,Texas,District 103,Democratic Party,Rafael Anchia,1,True,1.0
2014,Texas,District 104,Democratic Party,Roberto R. Alonzo,1,True,1.0
2014,Texas,District 105,Democratic Party,Susan Motley,10478,False,0.0
2014,Texas,District 105,Republican Party,Rodney Anderson,13600,True,0.0
2014,Texas,District 105,Libertarian Party,W. Carl Spiller,449,False,0.0
2014,Texas,District 106,Democratic Party,Lisa Osterholt,9614,False,0.0
2014,Texas,District 106,Republican Party,Pat Fallon,24419,True,1.0
2014,Texas,District 106,Libertarian Party,Rodney Caston,886,False,0.0
2014,Texas,District 107,Democratic Party,Carol Donovan,13807,False,0.0
2014,Texas,District 107,Republican Party,Kenneth Sheets,16891,True,1.0
2014,Texas,District 108,Democratic Party,Leigh Bailey,16182,False,0.0
2014,Texas,District 108,Republican Party,Morgan Meyer,24973,True,0.0
2014,Texas,District 109,Democratic Party,Helen Giddings,1,True,1.0
2014,Texas,District 110,Democratic Party,Toni Rose,1,True,1.0
2014,Texas,District 111,Democratic Party,Yvonne Davis,1,True,1.0
2014,Texas,District 112,Republican Party,Angie Chen Button,19131,True,1.0
2014,Texas,District 112,Libertarian Party,Michael Binkley,4305,False,0.0
2014,Texas,District 113,Democratic Party,Milton Whitley,12047,False,0.0
2014,Texas,District 113,Republican Party,Cindy Burkett,17644,True,1.0
2014,Texas,District 114,Republican Party,Jason Villalba,25334,True,1.0
2014,Texas,District 114,Libertarian Party,Thomas Griffing,5915,False,0.0
2014,Texas,District 115,Democratic Party,Paul Stafford,11767,False,0.0
2014,Texas,District 115,Republican Party,Matt Rinaldi,16999,True,0.0
2014,Texas,District 115,Libertarian Party,Kim Kelley,999,False,0.0
2014,Texas,District 116,Democratic Party,Trey Martinez Fischer,1,True,1.0
2014,Texas,District 117,Democratic Party,Philip Cortez,11521,False,1.0
2014,Texas,District 117,Republican Party,Rick Galindo,12835,True,0.0
2014,Texas,District 118,Democratic Party,Joe Farias,1,True,1.0
2014,Texas,District 119,Democratic Party,Roland Gutierrez,1,True,1.0
2014,Texas,District 120,Democratic Party,Ruth Jones McClendon,16892,True,1.0
2014,Texas,District 120,Libertarian Party,Gilberto Villela,3637,False,0.0
2014,Texas,District 121,Republican Party,Joe Straus,33845,True,1.0
2014,Texas,District 121,Libertarian Party,Jeff Carruthers,7381,False,0.0
2014,Texas,District 122,Republican Party,Lyle Larson,42473,True,1.0
2014,Texas,District 122,Libertarian Party,James Holland,7489,False,0.0
2014,Texas,District 123,Democratic Party,Michael Villarreal,20178,True,1.0
2014,Texas,District 123,Green Party,Paul Ingmundson,3210,False,0.0
2014,Texas,District 124,Democratic Party,José Menéndez,1,True,0.0
2014,Texas,District 125,Democratic Party,Justin Rodriguez,17143,True,1.0
2014,Texas,District 125,Libertarian Party,Daniel Behrman,5144,False,0.0
2014,Texas,District 126,Republican Party,Patricia Harless,23899,True,1.0
2014,Texas,District 126,Libertarian Party,Cris Hernandez,3791,False,0.0
2014,Texas,District 127,Republican Party,Dan Huberty,1,True,1.0
2014,Texas,District 128,Republican Party,Wayne Smith,23887,True,1.0
2014,Texas,District 128,Libertarian Party,Ken Lowder,2450,False,0.0
2014,Texas,District 129,Democratic Party,John Gay,12540,False,0.0
2014,Texas,District 129,Republican Party,Dennis Paul,26415,True,0.0
2014,Texas,District 130,Republican Party,Allen Fletcher,34489,True,1.0
2014,Texas,District 130,Green Party,Arthur Browning,3506,False,0.0
2014,Texas,District 131,Democratic Party,Alma Allen,1,True,1.0
2014,Texas,District 132,Democratic Party,Luis Lopez,10523,False,0.0
2014,Texas,District 132,Republican Party,Mike Schofield,20535,True,0.0
2014,Texas,District 133,Democratic Party,Laura Nicol,11754,False,0.0
2014,Texas,District 133,Republican Party,Jim Murphy,34530,True,1.0
2014,Texas,District 134,Democratic Party,Alison Ruff,20264,False,0.0
2014,Texas,District 134,Republican Party,Sarah Davis,32092,True,1.0
2014,Texas,District 135,Democratic Party,Moiz Abbas,10175,False,0.0
2014,Texas,District 135,Republican Party,Gary Elkins,19630,True,1.0
2014,Texas,District 136,Democratic Party,"John H. Bucy, III",15821,False,0.0
2014,Texas,District 136,Republican Party,Tony Dale,20862,True,1.0
2014,Texas,District 136,Libertarian Party,Justin Billiot,1811,False,0.0
2014,Texas,District 137,Democratic Party,Gene Wu,7155,True,1.0
2014,Texas,District 137,Republican Party,Morad H. Fiki,5211,False,0.0
2014,Texas,District 138,Democratic Party,Fred Vernon,8766,False,0.0
2014,Texas,District 138,Republican Party,Dwayne Bohac,17622,True,1.0
2014,Texas,District 139,Democratic Party,Sylvester Turner,1,True,1.0
2014,Texas,District 140,Democratic Party,Armando Walle,1,True,1.0
2014,Texas,District 141,Democratic Party,Senfronia Thompson,1,True,1.0
2014,Texas,District 142,Democratic Party,"Harold Dutton, Jr.",1,True,1.0
2014,Texas,District 143,Democratic Party,Ana Hernandez Luna,1,True,1.0
2014,Texas,District 144,Democratic Party,Mary Ann Perez,5863,False,1.0
2014,Texas,District 144,Republican Party,Gilbert Pena,6015,True,0.0
2014,Texas,District 145,Democratic Party,Carol Alvarado,1,True,1.0
2014,Texas,District 146,Democratic Party,Borris L. Miles,21702,True,1.0
2014,Texas,District 146,Green Party,Morgan Bradford,1920,False,0.0
